Date,Ad Breaks (Minutes),Ad Time (Seconds) Per Hour,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Extensions Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs
Tue Dec 07 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 08 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 09 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 10 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Dec 11 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,2,2,0,0,0,0
Sun Dec 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 13 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 15 2021,0,0,3.85,132,12,0,0,2,13,40,11,554,144,28,0,0,0,0,0.0525,0,0,0,0,0,0,0,0
Thu Dec 16 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0,0,0,1,0,1,0,0,0
Fri Dec 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Dec 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dec 19 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Mon Dec 20 2021,0,0,5.64,692,15,0,0,0,0,34,9,976,174,27,2.43,0,0,0,0.077,0,0,1,1,0,0,0,0
Tue Dec 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.305,0,0,0,0,0,0,1,1,0,0,0,0
Wed Dec 22 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 23 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 24 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Dec 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dec 26 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 27 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Dec 28 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Dec 29 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Dec 30 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Dec 31 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jan 01 2022,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 02 2022,0,0,11.73,359,28,0,0,14,11.79,214,25,2605,222,160,0,0,0,0,0.126,0,0,0,0,0,0,0,0
Mon Jan 03 2022,0,0,7.91,312,16,0,0,2,0,145,16,1646,209,115,0,0,0,0,0.084,0,0,0,0,0,0,0,0
Tue Jan 04 2022,0,0,6.94,132,9,0,0,5,0,66,15,708,102,55,0,2.49,0,0,0.084,0,1,0,0,0,0,0,0
Wed Jan 05 2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Jan 06 2022,0,0,3.65,89,5,0,0,1,0,21,7,288,80,16,0,0,0,0,0.0245,0,0,0,0,0,0,0,0
Fri Jan 07 2022,0,0,6.62,31,1,0,0,1,0,2,7,172,26,1,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sat Jan 08 2022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 09 2022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 10 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Tue Jan 11 2022,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Wed Jan 12 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jan 13 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jan 14 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jan 15 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 16 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0,0,0,1,0,1,0,0,0
Mon Jan 17 2022,0,0,6.86,478,12,0,1,2,6.67,50,15,1515,221,34,0,0,0,0,0.056,0,0,0,0,0,0,0,0
Tue Jan 18 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0
Wed Jan 19 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0.007,0,0,1,1,0,0,0,0
Thu Jan 20 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.435,0,0,0,0,0,0,1,1,0,0,0,0
Fri Jan 21 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jan 22 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 23 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 24 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0
Tue Jan 25 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jan 26 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jan 27 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jan 28 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jan 29 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jan 30 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jan 31 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 01 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Feb 02 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Feb 03 2022,0,0,7.49,282,7,0,1,2,0,25,10,944,126,23,0,0,0,0,0.028,0,0,0,0,0,0,0,0
Fri Feb 04 2022,0,0,8.06,110,6,0,0,0,1.99,9,11,653,80,8,0,2.36,2.38,0,0.007,0,1,0,0,0,0,1,1
Sat Feb 05 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Feb 06 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 07 2022,0,0,9.64,574,14,0,0,4,0,102,15,1677,174,80,0,0,0,0,0.1015,0,0,0,0,0,0,0,0
Tue Feb 08 2022,0,0,10.35,439,6,0,0,0,0,14,14,497,48,11,0,0,0,5,0.014,0,0,0,0,0,0,0,0
Wed Feb 09 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Feb 10 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Feb 11 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Sat Feb 12 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sun Feb 13 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Feb 14 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 15 2022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Feb 16 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0,0,0,1,0,1,0,0,0
Thu Feb 17 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Feb 18 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 19 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Sun Feb 20 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.435,0,0,0,0,0,0,1,1,0,0,0,0
Mon Feb 21 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Feb 22 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Feb 23 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Feb 24 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Feb 25 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Feb 26 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Feb 27 2022,0,0,11.27,817,38,0,2,16,10.87,233,29,5389,478,151,0,0,0,0,0.266,0.8,0,0,0,0,0,0,0
Mon Feb 28 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,2.375,0,0.0035,0,0,1,1,0,0,1,1
Tue Mar 01 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Mar 02 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Mar 03 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Mar 04 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Mar 05 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 06 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Mon Mar 07 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 08 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Mar 09 2022,0,0,4.74,431,14,0,0,2,0,57,9,663,140,40,0,0,0,0,0.063,0,0,0,0,0,0,0,0
Thu Mar 10 2022,0,0,3.4,118,3,0,0,2,0,5,5,68,19,3,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Fri Mar 11 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Sat Mar 12 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sun Mar 13 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Mar 14 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Mar 15 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Mar 16 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0,0,0,1,0,1,0,0,0
Thu Mar 17 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Mar 18 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Mar 19 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Sun Mar 20 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.435,0,0,0,0,0,0,1,1,0,0,0,0
Mon Mar 21 2022,0,0,8.68,261,18,0,1,2,6.55,86,13,2091,242,49,0,0,0,0,0.2205,0,0,0,0,0,0,0,0
Tue Mar 22 2022,0,0,7.42,22,2,0,0,0,0,0,8,89,11,0,0,4.72,0,0,0.0035,0,2,0,0,0,0,0,0
Wed Mar 23 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Mar 24 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Mar 25 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Mar 26 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Mar 27 2022,0,0,8.11,317,17,0,0,9,2.97,101,19,2190,270,64,0,0,0,0,0.112,0,0,0,0,0,0,0,0
Mon Mar 28 2022,0,0,10.77,882,22,0,0,5,7.54,211,19,3025,281,59,7.185,0,7.13,5,0.189,0,0,2,1,1,0,3,3
Tue Mar 29 2022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.18,0,0,0,0,0,0,1,0,0,1,0,0
Wed Mar 30 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Mar 31 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Apr 01 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Apr 02 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 03 2022,0,0,5.62,180,9,0,1,1,0,50,10,1359,242,40,0,0,0,0,0.056,0,0,0,0,0,0,0,0
Mon Apr 04 2022,0,0,5.91,9,1,0,0,0,0,1,6,65,10,1,0,0,0,0,0.0105,0,0,0,0,0,0,0,0
Tue Apr 05 2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Apr 06 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 07 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Apr 08 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Apr 09 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 10 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 11 2022,0,0,10.99,222,22,0,2,8,18.32,98,38,1616,147,82,2.375,0,0,0,0.119,0,0,1,1,0,0,0,0
Tue Apr 12 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Apr 13 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Apr 14 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Apr 15 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Apr 16 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0,0,0,1,0,1,0,0,0
Sun Apr 17 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Apr 18 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 19 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Wed Apr 20 2022,0,0,5.54,370,11,0,0,0,0,31,10,919,166,26,2.435,0,0,0,0.042,0,0,1,1,0,0,0,0
Thu Apr 21 2022,0,0,5.85,87,11,0,0,0,4.12,16,10,679,116,13,0,0,0,0,0.014,0,0,0,0,0,0,0,0
Fri Apr 22 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,1,1,0,0,0,0
Sat Apr 23 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Apr 24 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Mon Apr 25 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Apr 26 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Apr 27 2022,0,0,2.84,22,2,0,0,0,0,9,5,142,50,7,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Thu Apr 28 2022,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.37,0,0,0,0,0,0,1,1,0,0,0,0
Fri Apr 29 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.185,0,0,0,0,0,0,1,0,0,1,0,0
Sat Apr 30 2022,0,0,7.52,275,12,0,0,3,19.29,110,15,1234,165,83,0,0,0,0,0.07,0,0,0,0,0,0,0,0
Sun May 01 2022,0,0,5.19,25,1,0,0,1,0,6,9,192,37,5,0,2.545,0,1,0.014,0,1,0,0,0,0,0,0
Mon May 02 2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue May 03 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Wed May 04 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 05 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri May 06 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0
Sat May 07 2022,0,0,8.91,425,30,0,0,5,6.55,173,26,3770,423,140,0,0,0,0,0.252,0,0,0,0,0,0,0,0
Sun May 08 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 09 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue May 10 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed May 11 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Thu May 12 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri May 13 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sat May 14 2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun May 15 2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
